ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,lat,lon,Location
10838493,JA141043,02-03-2017 23:38,034XX W FRANKLIN BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1121,11,27,23,08B,1153344,1903120,2017,02/14/2017 03:49:42 PM,41.89000593,-87.71230564,"(41.890005929, -87.712305636)"
10838496,JA141090,02-03-2017 23:00,029XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1411,14,33,21,6,1157197,1919573,2017,02/14/2017 03:49:42 PM,41.9350769,-87.69770785,"(41.935076903, -87.697707853)"
10838497,JA141087,02-03-2017 23:30,003XX W ONTARIO ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1831,18,42,8,6,1173634,1904417,2017,02/14/2017 03:49:42 PM,41.89313783,-87.63775342,"(41.893137832, -87.637753417)"
10838498,JA141080,02-02-2017 21:45,104XX S CORLISS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,512,5,9,50,26,1183422,1835942,2017,02/14/2017 03:49:42 PM,41.7050135,-87.60394018,"(41.7050135, -87.603940179)"
10838499,JA141067,02-03-2017 23:41,020XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,131,1,3,33,11,1176640,1890530,2017,02/14/2017 03:49:42 PM,41.85496367,-87.62713324,"(41.854963672, -87.627133239)"
10838500,JA141047,02-03-2017 23:50,014XX E 66TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,321,3,5,42,08B,1186967,1861191,2017,02/14/2017 03:49:42 PM,41.77421621,-87.59016054,"(41.774216207, -87.59016054)"
10838502,JA140993,02-03-2017 20:00,035XX W SCHUBERT AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,1412,14,35,22,08A,1152142,1917720,2017,02/14/2017 03:49:42 PM,41.93009346,-87.71633425,"(41.930093461, -87.716334252)"
10838503,JA141086,02-04-2017 01:29,034XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,1924,19,44,6,14,1168854,1923287,2017,02/14/2017 03:49:42 PM,41.94502313,-87.65476009,"(41.945023132, -87.654760094)"
10838504,JA141092,02-04-2017 00:15,013XX W LAKE ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1215,12,27,28,6,1167169,1901557,2017,02/14/2017 03:49:42 PM,41.88543115,-87.66157905,"(41.88543115, -87.661579048)"
10838505,JA141089,02-03-2017 18:00,012XX N WELLS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1821,18,43,8,7,1174488,1908479,2017,02/14/2017 03:49:42 PM,41.90426513,-87.6344955,"(41.904265132, -87.634495504)"
10838506,JA141093,02-04-2017 01:13,060XX S MAY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,712,7,16,68,15,1169684,1864814,2017,02/14/2017 03:49:42 PM,41.78455053,-87.65341155,"(41.784550525, -87.653411551)"
10838507,JA141084,02-04-2017 01:20,0000X W ELM ST,460,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1824,18,42,8,08B,1175930,1908090,2017,02/14/2017 03:49:42 PM,41.90316534,-87.62921044,"(41.90316534, -87.629210442)"
10838508,JA141076,02-04-2017 01:24,055XX W LE MOYNE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2532,25,37,25,08B,1139182,1909429,2017,02/14/2017 03:49:42 PM,41.90758808,-87.76416179,"(41.907588076, -87.764161787)"
10838510,JA141063,02-04-2017 00:30,084XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,632,6,8,44,08B,1183033,1849178,2017,02/14/2017 03:49:42 PM,41.74134369,-87.60495454,"(41.741343691, -87.604954541)"
10838511,JA141054,02-04-2017 00:20,0000X S CLARK ST,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,122,1,42,32,14,1175543,1900215,2017,02/14/2017 03:49:42 PM,41.88156463,-87.63086878,"(41.881564628, -87.630868775)"
10838512,JA141013,02-03-2017 23:13,115XX S PRINCETON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,522,5,34,53,08B,1176350,1828367,2017,02/14/2017 03:49:42 PM,41.68438804,-87.63006331,"(41.684388036, -87.630063309)"
10838513,JA141106,02-04-2017 02:20,026XX W FOSTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,2011,20,40,4,14,1157750,1934434,2017,02/14/2017 03:49:42 PM,41.9758451,-87.69526892,"(41.975845099, -87.695268919)"
10838514,JA140944,02-03-2017 22:00,065XX S HERMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,725,7,15,67,08B,1165795,1861275,2017,02/14/2017 03:49:42 PM,41.77492256,-87.66777065,"(41.774922559, -87.667770648)"
10838515,JA141114,02-04-2017 01:08,029XX E 79TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,OTHER,FALSE,FALSE,422,4,7,46,26,1197022,1853148,2017,02/14/2017 03:49:42 PM,41.75190133,-87.55356879,"(41.751901325, -87.553568788)"
10838517,JA141096,02-04-2017 01:57,115XX S PRINCETON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,522,5,34,53,08B,1176349,1828408,2017,02/14/2017 03:49:42 PM,41.68450057,-87.63006574,"(41.684500569, -87.630065744)"
10838518,JA141070,02-04-2017 00:50,076XX N ROGERS AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2422,24,49,1,6,1165361,1950599,2017,02/14/2017 03:49:42 PM,42.02004327,-87.66681775,"(42.020043265, -87.666817746)"
10838519,JA141085,02-04-2017 01:05,021XX W LE MOYNE ST,325,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,1424,14,32,24,3,1161878,1909812,2017,02/14/2017 03:49:42 PM,41.90819554,-87.68077799,"(41.908195537, -87.68077799)"
10838520,JA139831,02-03-2017 00:25,013XX N WELLS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1821,18,43,8,14,1174455,1909496,2017,02/14/2017 03:49:42 PM,41.90705657,-87.63458629,"(41.907056567, -87.634586291)"
10838521,JA141042,02-03-2017 22:58,017XX N WESTERN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1434,14,1,24,08B,1160086,1911784,2017,02/14/2017 03:49:42 PM,41.91364408,-87.68730633,"(41.913644076, -87.687306326)"
10838522,JA141079,02-04-2017 01:21,054XX W HARRISON ST,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,FALSE,FALSE,1522,15,29,25,04B,1140337,1896790,2017,02/14/2017 03:49:42 PM,41.87288399,-87.76022899,"(41.872883992, -87.760228986)"
10838523,JA141037,02-03-2017 17:00,081XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,631,6,6,44,7,1179004,1851179,2017,02/14/2017 03:49:42 PM,41.7469273,-87.61965565,"(41.746927302, -87.619655645)"
10838524,JA141117,02-04-2017 02:30,076XX S EBERHART AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,624,6,6,69,04A,1180900,1854395,2017,02/14/2017 03:49:42 PM,41.755709,-87.61260955,"(41.755708997, -87.61260955)"
10838525,JA141104,02-04-2017 01:50,064XX S CARPENTER ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,724,7,16,68,7,1170420,1862115,2017,02/14/2017 03:49:42 PM,41.77712815,-87.65079163,"(41.777128147, -87.650791627)"
10838526,JA141108,02-04-2017 02:00,011XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2023,20,48,77,6,1167640,1937353,2017,02/14/2017 03:49:42 PM,41.98364701,-87.65881525,"(41.983647014, -87.65881525)"
10838527,JA141094,02-03-2017 19:00,039XX N HARLEM AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1632,16,38,17,26,1127366,1925236,2017,02/14/2017 03:49:42 PM,41.95117143,-87.80721192,"(41.951171426, -87.807211916)"
10838530,JA141099,02-04-2017 02:00,044XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1113,11,28,26,14,1146842,1899294,2017,02/14/2017 03:49:42 PM,41.8796336,-87.73628186,"(41.879633598, -87.736281864)"
10838533,JA141110,02-04-2017 02:25,067XX W 60TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,812,8,23,64,04A,1132214,1863994,2017,02/14/2017 03:49:42 PM,41.78303124,-87.79081325,"(41.783031236, -87.790813248)"
10838535,JA141113,02-04-2017 01:18,001XX W 119TH ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,522,5,9,53,18,1177256,1826039,2017,02/14/2017 03:49:42 PM,41.67797931,-87.62681661,"(41.677979307, -87.626816608)"
10838536,JA141088,02-04-2017 01:38,077XX S KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,835,8,18,70,7,1156384,1853214,2017,02/14/2017 03:49:42 PM,41.75299661,-87.702487,"(41.752996613, -87.702486995)"
10838537,JA141100,02-04-2017 01:55,065XX N OXFORD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,1612,16,41,9,26,1124450,1942980,2017,02/14/2017 03:49:42 PM,41.99991151,-87.81753852,"(41.999911512, -87.81753852)"
10838539,JA141119,02-04-2017 02:59,003XX E 47TH ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,215,2,3,38,6,1179029,1873926,2017,02/14/2017 03:49:42 PM,41.8093468,-87.61887154,"(41.809346801, -87.618871535)"
10838540,JA140998,02-03-2017 23:08,051XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,225,2,3,40,08B,1178029,1870956,2017,02/14/2017 03:49:42 PM,41.80121961,-87.6226294,"(41.801219608, -87.622629403)"
10838542,JA141129,02-04-2017 02:35,045XX S EVANS AVE,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,CHA APARTMENT,FALSE,TRUE,221,2,4,38,04B,1181912,1875089,2017,02/14/2017 03:49:42 PM,41.81247191,-87.60826133,"(41.812471909, -87.608261328)"
10838544,JA141056,02-04-2017 00:10,055XX W WASHINGTON BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1522,15,29,25,08B,1139325,1900198,2017,02/14/2017 03:49:42 PM,41.88225447,-87.76386155,"(41.882254473, -87.763861546)"
10838545,JA141065,02-04-2017 00:06,089XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,HOTEL/MOTEL,FALSE,FALSE,2221,22,21,73,6,1167235,1845486,2017,02/14/2017 03:49:42 PM,41.73156466,-87.66294281,"(41.731564657, -87.662942811)"
10838547,JA141091,02-04-2017 01:00,008XX W 111TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,2233,22,34,75,14,1172481,1831232,2017,02/14/2017 03:49:42 PM,41.69233585,-87.64414265,"(41.692335848, -87.644142651)"
10838549,JA141112,02-04-2017 02:27,061XX N CLARK ST,460,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,FALSE,2433,24,40,77,08B,1164531,1941072,2017,02/14/2017 03:49:42 PM,41.99391868,-87.67014365,"(41.993918675, -87.670143652)"
10838550,JA140941,02-03-2017 20:00,065XX S EBERHART AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,321,3,20,42,5,1180697,1861845,2017,02/14/2017 03:49:42 PM,41.77615723,-87.61312488,"(41.776157231, -87.613124884)"
10838551,JA141021,02-03-2017 23:18,071XX S WABASH AVE,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,323,3,6,69,08A,1177958,1857762,2017,02/14/2017 03:49:42 PM,41.76501555,-87.62328935,"(41.765015549, -87.623289351)"
10838552,JA141062,02-04-2017 00:13,008XX E 79TH ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,624,6,6,69,04B,1183029,1852803,2017,02/14/2017 03:49:42 PM,41.75129118,-87.60485675,"(41.751291175, -87.604856753)"
10838555,JA141147,02-04-2017 04:05,018XX N WINCHESTER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,1434,14,32,22,26,1163067,1912263,2017,02/14/2017 03:49:42 PM,41.91489635,-87.67634125,"(41.914896348, -87.676341247)"
10838556,JA141016,02-03-2017 18:00,018XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1424,14,1,24,14,1163694,1909603,2017,02/14/2017 03:49:42 PM,41.90758392,-87.67411284,"(41.907583922, -87.674112841)"
10838557,JA141150,02-04-2017 04:43,031XX N HAUSSEN CT,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2523,25,30,21,08B,1150496,1920401,2017,02/14/2017 03:49:42 PM,41.93748269,-87.72231271,"(41.937482694, -87.722312714)"
10838559,JA141124,02-04-2017 03:00,059XX S WINCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,714,7,15,67,08B,1164373,1865294,2017,02/14/2017 03:49:42 PM,41.7859813,-87.67287035,"(41.785981303, -87.672870351)"
10838560,JA141115,02-04-2017 02:00,068XX S PERRY AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,FALSE,TRUE,722,7,6,69,04B,1176578,1859643,2017,02/14/2017 03:49:42 PM,41.77020837,-87.62829091,"(41.770208372, -87.628290908)"
10838561,JA141135,02-04-2017 03:35,068XX S ROCKWELL ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,832,8,15,66,9,1160220,1859186,2017,02/14/2017 03:49:42 PM,41.76930663,-87.68826534,"(41.769306625, -87.688265343)"
10838562,JA141156,02-04-2017 04:40,003XX E OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,FALSE,FALSE,1834,18,42,8,14,1178513,1904263,2017,02/14/2017 03:49:42 PM,41.89260531,-87.61983959,"(41.892605313, -87.619839586)"
10838564,JA141095,02-03-2017 20:00,009XX W GORDON TER,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1915,19,46,3,6,1169207,1927820,2017,02/14/2017 03:49:42 PM,41.95745418,-87.65333042,"(41.957454181, -87.653330417)"
10838568,JA140370,02-02-2017 21:30,027XX W ARMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL/DENTAL OFFICE,FALSE,FALSE,1421,14,1,22,14,1157571,1913169,2017,02/14/2017 03:49:42 PM,41.91749624,-87.69650818,"(41.917496237, -87.696508178)"
10838569,JA141132,02-04-2017 03:23,036XX S WINCHESTER AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,912,9,11,59,17,1163947,1880471,2017,02/14/2017 03:49:42 PM,41.82763777,-87.67400539,"(41.827637766, -87.674005391)"
10838570,JA140199,02-01-2017 16:00,015XX N CLAREMONT AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1424,14,1,24,6,1160461,1910197,2017,02/14/2017 03:49:42 PM,41.90928147,-87.68597265,"(41.909281469, -87.685972654)"
10838573,JA141153,02-04-2017 04:00,071XX S CYRIL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,333,3,5,43,14,1190603,1857792,2017,02/14/2017 03:49:42 PM,41.76480209,-87.57694143,"(41.764802087, -87.576941433)"
10838574,JA140358,02-03-2017 12:00,026XX N ST LOUIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1412,14,35,22,08B,1152603,1917179,2017,02/14/2017 03:49:42 PM,41.9285998,-87.71465453,"(41.928599797, -87.714654529)"
10838575,JA140227,02-01-2017 09:30,021XX W CONCORD PL,810,THEFT,OVER $500,STREET,FALSE,FALSE,1434,14,32,24,6,1161899,1910920,2017,02/14/2017 03:49:42 PM,41.91123553,-87.68066988,"(41.911235531, -87.680669876)"
10838576,JA141142,02-04-2017 03:24,064XX S LAWNDALE AVE,2021,NARCOTICS,POSS: BARBITUATES,SIDEWALK,TRUE,FALSE,823,8,13,65,18,1152820,1861486,2017,02/14/2017 03:49:42 PM,41.77576729,-87.71533001,"(41.775767285, -87.715330008)"
10838577,JA141174,02-04-2017 05:40,049XX W RACE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1532,15,37,25,14,1143349,1903210,2017,02/14/2017 03:49:42 PM,41.89044554,-87.74900989,"(41.890445538, -87.749009894)"
10838578,JA141175,02-04-2017 05:15,116XX S AVENUE G,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,433,4,10,55,6,1203237,1828472,2017,02/14/2017 03:49:42 PM,41.68403173,-87.53163626,"(41.684031728, -87.531636264)"
10838579,JA141179,02-04-2017 06:00,021XX N SAWYER AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1413,14,26,22,08B,1154156,1914267,2017,02/14/2017 03:49:42 PM,41.92057814,-87.70902566,"(41.920578141, -87.709025657)"
10838584,JA141183,02-02-2017 23:00,037XX N CLARK ST,560,ASSAULT,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1923,19,44,6,08A,1167786,1925033,2017,02/14/2017 03:49:42 PM,41.94983736,-87.6586351,"(41.949837364, -87.658635101)"
10838585,JA141151,02-04-2017 04:59,026XX E 74TH PL,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,FALSE,334,3,7,43,11,1195272,1856213,2017,02/14/2017 03:49:42 PM,41.76035526,-87.55988063,"(41.760355258, -87.559880625)"
10838587,JA141160,02-04-2017 04:30,013XX S SPRINGFIELD AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1011,10,24,29,08B,1150591,1893594,2017,02/14/2017 03:49:42 PM,41.86391976,-87.72266487,"(41.863919757, -87.722664867)"
10838590,JA141164,02-04-2017 05:20,011XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1112,11,27,23,08B,1149844,1907318,2017,02/14/2017 03:49:42 PM,41.90159447,-87.72505,"(41.901594467, -87.725049997)"
10838593,JA141155,02-04-2017 04:45,013XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1022,10,24,29,08B,1155572,1893685,2017,02/14/2017 03:49:42 PM,41.86407079,-87.7043773,"(41.86407079, -87.704377299)"
10838596,JA141140,02-04-2017 02:31,054XX W BELMONT AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,STREET,TRUE,FALSE,1633,16,38,15,15,1139369,1920738,2017,02/14/2017 03:49:42 PM,41.9386178,-87.76319863,"(41.938617799, -87.763198632)"
10838597,JA141170,02-04-2017 05:28,058XX W WAVELAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,1633,16,38,15,04A,1136842,1924009,2017,02/14/2017 03:49:42 PM,41.94763951,-87.77240743,"(41.947639505, -87.772407434)"
10838600,JA141166,02-04-2017 05:20,005XX S CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,1522,15,29,25,08B,1139141,1897035,2017,02/14/2017 03:49:42 PM,41.87357813,-87.76461417,"(41.873578134, -87.764614167)"
10838601,JA141097,02-03-2017 22:15,019XX E 95TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,413,4,8,51,04B,1190938,1842364,2017,02/14/2017 03:49:42 PM,41.72245816,-87.57621112,"(41.722458161, -87.576211117)"
10838602,JA141163,02-04-2017 05:29,079XX S PHILLIPS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,FALSE,422,4,7,46,04B,1193902,1852888,2017,02/14/2017 03:49:42 PM,41.75126489,-87.56501044,"(41.75126489, -87.56501044)"
10838603,JA141197,02-03-2017 18:00,101XX S STATE ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,511,5,9,49,6,1178048,1837538,2017,02/14/2017 03:49:42 PM,41.70951636,-87.62357081,"(41.709516364, -87.623570805)"
10838604,JA141201,02-03-2017 09:00,073XX S PHILLIPS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,334,3,7,43,11,1193921,1856701,2017,02/14/2017 03:49:42 PM,41.76172759,-87.564816,"(41.761727593, -87.564815996)"
10838607,JA141178,02-04-2017 05:30,093XX S ADA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,TRUE,2222,22,21,73,04A,1168970,1842777,2017,02/14/2017 03:49:42 PM,41.7240935,-87.65666484,"(41.724093504, -87.656664841)"
10838608,JA141202,02-04-2017 03:00,117XX S MARSHFIELD AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2234,22,34,75,6,1167518,1826850,2017,02/14/2017 03:49:42 PM,41.68041843,-87.66243795,"(41.680418426, -87.662437948)"
10838609,JA140130,02-03-2017 11:09,002XX N MICHIGAN AVE,560,ASSAULT,SIMPLE,DRUG STORE,FALSE,FALSE,114,1,42,32,08A,1177258,1901860,2017,02/14/2017 03:49:42 PM,41.8860399,-87.62452154,"(41.886039903, -87.624521539)"
10838610,JA139062,02-01-2017 09:00,039XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,213,2,3,38,11,1179510,1878707,2017,02/14/2017 03:49:42 PM,41.82245527,-87.61696114,"(41.822455269, -87.616961139)"
10838611,JA141205,02-04-2017 03:00,053XX W WINONA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1623,16,45,11,14,1139920,1933736,2017,02/14/2017 03:49:42 PM,41.97427543,-87.76085442,"(41.974275434, -87.76085442)"
10838613,JA141211,02-03-2017 19:00,019XX N CLARK ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1814,18,43,7,6,1174086,1913481,2017,02/14/2017 03:49:42 PM,41.91799983,-87.63582272,"(41.917999833, -87.635822724)"
10838615,JA141207,01-04-2017 08:00,010XX W 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2222,22,21,71,14,1170719,1847123,2017,02/14/2017 03:49:42 PM,41.73598164,-87.65013196,"(41.735981641, -87.650131964)"
10838616,JA141161,02-04-2017 04:00,044XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,215,2,3,38,14,1178342,1875640,2017,02/14/2017 03:49:42 PM,41.81406581,-87.62133922,"(41.81406581, -87.621339222)"
10838617,JA141195,02-04-2017 00:00,040XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,30,23,14,1149270,1909077,2017,02/14/2017 03:49:42 PM,41.90643249,-87.72711272,"(41.906432489, -87.727112721)"
10838618,JA141216,02-04-2017 07:55,005XX N TROY ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1221,12,27,23,7,1155281,1903459,2017,02/14/2017 03:49:42 PM,41.89089749,-87.70518296,"(41.890897487, -87.705182956)"
10838619,JA141180,02-04-2017 05:46,064XX N DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2412,24,50,2,08B,1161798,1942672,2017,02/14/2017 03:49:42 PM,41.99836677,-87.68015186,"(41.998366765, -87.680151857)"
10838620,JA141196,02-04-2017 06:25,021XX W HARRISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,TRUE,FALSE,1225,12,25,28,18,1162250,1897350,2017,02/14/2017 03:49:42 PM,41.87399102,-87.67976015,"(41.873991018, -87.67976015)"
10838621,JA141158,02-04-2017 05:00,017XX W SCHREIBER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,2432,24,40,1,08B,1163435,1942964,2017,02/14/2017 03:49:42 PM,41.9991336,-87.67412161,"(41.999133597, -87.67412161)"
10838622,JA141199,02-04-2017 07:00,033XX W CULLOM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1724,17,33,16,08B,1153408,1928388,2017,02/14/2017 03:49:42 PM,41.95934214,-87.71139755,"(41.959342137, -87.711397552)"
10838623,JA141222,01/25/2017 01:30:00 PM,064XX N SHERIDAN RD,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,FALSE,2432,24,40,1,08A,1167121,1942715,2017,02/14/2017 03:49:42 PM,41.99837167,-87.66056911,"(41.998371665, -87.660569111)"
10838625,JA141168,02-04-2017 05:06,080XX S WOODLAWN AVE,560,ASSAULT,SIMPLE,ALLEY,TRUE,FALSE,411,4,8,45,08A,1185615,1851695,2017,02/14/2017 03:49:42 PM,41.74819024,-87.59541527,"(41.748190237, -87.595415268)"
10838628,JA140171,02-03-2017 02:00,050XX S PRAIRIE AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,TRUE,224,2,3,38,08B,1178896,1871595,2017,02/14/2017 03:49:42 PM,41.80295337,-87.61943037,"(41.802953366, -87.619430368)"
10838629,JA141233,02-03-2017 19:00,082XX S ELLIS AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,631,6,8,44,6,1184333,1850470,2017,02/14/2017 03:49:42 PM,41.74485878,-87.60015114,"(41.744858783, -87.600151135)"
10838630,JA140359,02-03-2017 07:48,081XX S INGLESIDE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,631,6,8,44,5,1183978,1851269,2017,02/14/2017 03:49:42 PM,41.74705962,-87.60142699,"(41.747059617, -87.60142699)"
10838631,JA141236,02-04-2017 07:46,047XX S ASHLAND AVE,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,931,9,20,61,6,1166467,1873388,2017,02/14/2017 03:49:42 PM,41.8081478,-87.66496197,"(41.808147803, -87.664961971)"
10838632,JA141194,02-04-2017 05:30,007XX N SACRAMENTO BLVD,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,1221,12,27,23,26,1156097,1904592,2017,02/14/2017 03:49:42 PM,41.89399011,-87.70215558,"(41.893990113, -87.702155577)"
